Category,Question,Option1,Option2,Option3,Option4,Option5
Job Workload & Deadlines,Did pressure from unexpected assignments this week?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,Did you feel overwhelmed by urgent emails throughout the day?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,How well could you cope with project milestones during your shift?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,How draining were team requests throughout the day?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,What mental load came from back‑to‑back meetings this week?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,How draining were multitasking demands today?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,To what extent did approaching deadlines this week?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,What mental load came from approaching deadlines recently?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,Did pressure from back‑to‑back meetings this week?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,How confident were you completing multitasking demands during your shift?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,How supported did you feel handling your task queue this week?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,How draining were team requests this week?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,How manageable did you find overtime requirements recently?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,How stressful were back‑to‑back meetings recently?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,How stressful were urgent emails today?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,How well could you cope with your task queue throughout the day?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,How confident were you completing your task queue this week?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,How well could you cope with back‑to‑back meetings throughout the day?,Not at all,Rarely,Sometimes,Often,Always
Job Workload & Deadlines,Did pressure from unexpected assignments recently?,Not at all,Rarely,Sometimes,Often,Always
Career Growth Anxiety,Did comparing yourself to peers affect your view of salary negotiations over the past month?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How hopeful did you feel about promotion opportunities over the past month?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did fear of stagnation influence promotion opportunities today?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did thoughts of career trajectory today?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How much pressure did you sense regarding leadership roles over the past month?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did fear of stagnation influence job stability lately?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did fear of stagnation influence job stability in recent discussions?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How hopeful did you feel about job stability this quarter?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How anxious did you feel about promotion opportunities this quarter?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,To what degree did uncertainty around skill advancement this quarter?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did fear of stagnation influence professional recognition today?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How optimistic are you regarding skill advancement in recent discussions?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,What concern did you have about career trajectory over the past month?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did comparing yourself to peers affect your view of career trajectory in recent discussions?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How confident are you in professional recognition in recent discussions?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did thoughts of leadership roles today?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How hopeful did you feel about performance reviews this quarter?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How hopeful did you feel about promotion opportunities lately?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How confident are you in performance reviews today?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did comparing yourself to peers affect your view of mentorship availability lately?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How much pressure did you sense regarding networking efforts over the past month?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How anxious did you feel about job stability over the past month?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How hopeful did you feel about mentorship availability over the past month?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did comparing yourself to peers affect your view of career trajectory over the past month?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How hopeful did you feel about career trajectory over the past month?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,To what degree did uncertainty around mentorship availability over the past month?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How confident are you in networking efforts over the past month?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,To what degree did uncertainty around job stability in recent discussions?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How hopeful did you feel about networking efforts lately?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did comparing yourself to peers affect your view of salary negotiations this quarter?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did thoughts of performance reviews lately?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did thoughts of networking efforts over the past month?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did fear of stagnation influence professional recognition this quarter?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,To what degree did uncertainty around career trajectory in recent discussions?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How optimistic are you regarding salary negotiations this quarter?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did fear of stagnation influence mentorship availability in recent discussions?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How hopeful did you feel about skill advancement in recent discussions?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How much pressure did you sense regarding career trajectory today?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How anxious did you feel about leadership roles over the past month?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did thoughts of promotion opportunities in recent discussions?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How hopeful did you feel about skill advancement lately?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How hopeful did you feel about leadership roles in recent discussions?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did thoughts of leadership roles lately?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did thoughts of salary negotiations today?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,To what degree did uncertainty around networking efforts in recent discussions?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How anxious did you feel about performance reviews in recent discussions?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did comparing yourself to peers affect your view of networking efforts today?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,Did comparing yourself to peers affect your view of professional recognition this quarter?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,What concern did you have about professional recognition lately?,Not at all,Low,Moderate,High,Extreme
Career Growth Anxiety,How hopeful did you feel about mentorship availability lately?,Not at all,Low,Moderate,High,Extreme
Work-Life Balance,To what extent did personal time suffer compared to meetings and relaxation recently?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,To what extent did personal time suffer compared to deadlines and personal commitments during the week?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did work obligations encroach on career tasks and leisure activities over the weekend?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,What impact did overtime have on client calls and family time during the week?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How guilty did you feel when prioritizing meetings and relaxation today?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,What impact did overtime have on emails and rest recently?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did you successfully detach from career tasks and leisure activities over the weekend?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did you successfully detach from job duties and self‑care recently?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How guilty did you feel when prioritizing meetings and relaxation during the week?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How satisfied were you with office work and home responsibilities today?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How refreshed did you feel after client calls and family time this evening?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How refreshed did you feel after projects and hobbies today?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How satisfied were you with career tasks and leisure activities during the week?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did work obligations encroach on meetings and relaxation this evening?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How guilty did you feel when prioritizing career tasks and leisure activities recently?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did you successfully detach from deadlines and personal commitments today?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did work obligations encroach on emails and rest recently?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How often did you postpone emails and rest this evening?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How balanced did you feel between work and family demands over the weekend?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did you successfully detach from office work and home responsibilities during the week?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How guilty did you feel when prioritizing emails and rest today?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did you manage to protect meetings and relaxation recently?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How satisfied were you with meetings and relaxation recently?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How balanced did you feel between professional and personal goals this evening?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did work obligations encroach on meetings and relaxation recently?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How refreshed did you feel after job duties and self‑care today?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How balanced did you feel between office work and home responsibilities today?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did you manage to protect emails and rest this evening?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,To what extent did personal time suffer compared to professional and personal goals during the week?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How satisfied were you with meetings and relaxation today?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How often did you postpone meetings and relaxation this evening?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How guilty did you feel when prioritizing projects and hobbies recently?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How guilty did you feel when prioritizing emails and rest this evening?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How satisfied were you with deadlines and personal commitments during the week?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did you successfully detach from work and family demands today?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did work obligations encroach on projects and hobbies today?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,To what extent did personal time suffer compared to deadlines and personal commitments recently?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,What impact did overtime have on work and family demands over the weekend?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How satisfied were you with deadlines and personal commitments over the weekend?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did you successfully detach from job duties and self‑care this evening?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How balanced did you feel between career tasks and leisure activities this evening?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did work obligations encroach on career tasks and leisure activities recently?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How guilty did you feel when prioritizing client calls and family time over the weekend?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How often did you postpone meetings and relaxation over the weekend?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How satisfied were you with job duties and self‑care recently?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did you manage to protect job duties and self‑care during the week?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did you successfully detach from meetings and relaxation this evening?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did you successfully detach from emails and rest during the week?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,How balanced did you feel between professional and personal goals today?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
Work-Life Balance,Did work obligations encroach on projects and hobbies during the week?,Very balanced,Balanced,Neutral,Imbalanced,Very imbalanced
