Category,Question,Option1,Option2,Option3,Option4,Option5
Financial dependency stress,Have you postponed self-care due to financial limits?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you consider starting a side business or income source?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Are you worried about emergencies due to lack of savings?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you get anxious during financial discussions at home?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you avoid financial decisions due to fear of blame?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you want more financial literacy or control?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,"Do you set monthly limits for yourself, even if not required?",I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you feel you're financially free in your current role?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Have you had disagreements about money frequently?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you believe money equals power at home?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Have you ever borrowed quietly to avoid asking?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you seek permission or inform when making a personal purchase?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you shop impulsively when emotionally stressed?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you have a say in the monthly household budget?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Would earning your own money change how you feel about yourself?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you try to cut corners to avoid asking for more funds?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Does financial dependence ever make you feel inferior?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you think homemakers should have a stipend?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Would your decisions change if you had your own income?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you feel stuck in your financial role?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Have you tried earning from home before?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Does limited money stop you from socializing?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Have you kept financial secrets to avoid shame?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you rely on apps/tools to track your personal spending?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you feel guilty buying something for yourself?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Have you avoided sharing your financial struggles with anyone?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you feel you’re financially ready to handle life changes?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Have you ever faced criticism for spending habits?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you think homemakers should get financial training?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Would you feel more powerful with income of your own?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you view financial independence as essential for mental peace?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you want a backup plan in case of sudden financial needs?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Have you avoided basic things you liked to save money?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Do you want to teach your children financial independence early?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
Financial dependency stress,Does not earning affect how you perceive your worth?,I feel confident and secure,I manage but feel pressure occasionally,I feel unsure or neutral,I feel anxious or unsupported,I feel overwhelmed or insecure
