Category,Question,Option1,Option2,Option3,Option4,Option5
Academic Pressure,Did thinking about your upcoming study schedule cause you anxiety this week?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,Did thinking about your upcoming group projects cause you anxiety this week?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,Did thinking about your upcoming coursework cause you anxiety this week?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,How supported did you feel while tackling your reading load?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,How much mental fatigue came from managing your deadlines recently?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,How confident did you feel completing your syllabus coverage today?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,To what extent did pressure from coursework affect your focus today?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,How supported did you feel while tackling your coursework?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,To what extent did pressure from study schedule affect your focus today?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,Did your online classes workload interfere with taking breaks today?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,What emotion arose when you reviewed your coursework list this morning?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,Did your syllabus coverage workload interfere with taking breaks today?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,How confident did you feel completing your labs today?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,Did fear of underperforming in your presentations affect your mood today?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,Did thinking about your upcoming reading load cause you anxiety this week?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,What emotion arose when you reviewed your research work list this morning?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,Did your practical sessions workload interfere with taking breaks today?,Not at all,Rarely,Sometimes,Often,Constantly
Academic Pressure,Did your presentations workload interfere with taking breaks today?,Not at all,Rarely,Sometimes,Often,Constantly
Peer Stress / Social Comparison,Did you feel left out after seeing classmates celebrate their leadership roles?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did you feel left out after seeing classmates celebrate their competition results?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did you feel left out after seeing classmates celebrate their social media updates?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did you feel left out after seeing classmates celebrate their volunteer recognitions?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How often did the topic of coding contest rankings dominate group conversations today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How comfortable were you sharing your own achievements with peers today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did comparing your achievements with classmates impact your self-esteem today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did your friends' research accolades successes make you set higher standards for yourself?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did you feel left out after seeing classmates celebrate their extracurricular successes?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How often did the topic of social media updates dominate group conversations today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,To what degree did discussions about coding contest rankings create stress for you?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did your friends' scholarship results successes make you set higher standards for yourself?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,To what degree did discussions about scholarship results create stress for you?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How comfortable were you sharing your own extracurricular successes with peers today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,What feeling surfaced when you heard about others' research accolades recently?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did your friends' social media updates successes make you set higher standards for yourself?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did social media posts about friends' achievements inspire or discourage you today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,What feeling surfaced when you heard about others' creative projects recently?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How often did the topic of extracurricular successes dominate group conversations today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,What feeling surfaced when you heard about others' extracurricular successes recently?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How strongly did peer research accolades comparisons influence your motivation today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How often did peers' leadership roles make you doubt your abilities this week?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did comparing your volunteer recognitions with classmates impact your self-esteem today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How often did peers' grades make you doubt your abilities this week?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,What feeling surfaced when you heard about others' scholarship results recently?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How comfortable were you sharing your own competition results with peers today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did you feel left out after seeing classmates celebrate their internship offers?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,What feeling surfaced when you heard about others' club positions recently?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How strongly did peer volunteer recognitions comparisons influence your motivation today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did comparing your research accolades with classmates impact your self-esteem today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How often did peers' competition results make you doubt your abilities this week?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How often did peers' sports awards make you doubt your abilities this week?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did comparing your creative projects with classmates impact your self-esteem today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How often did peers' scholarship results make you doubt your abilities this week?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did social media posts about friends' extracurricular successes inspire or discourage you today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,To what degree did discussions about volunteer recognitions create stress for you?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,To what degree did discussions about extracurricular successes create stress for you?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did your friends' extracurricular successes successes make you set higher standards for yourself?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did your friends' volunteer recognitions successes make you set higher standards for yourself?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,To what degree did discussions about presentation scores create stress for you?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did comparing your grades with classmates impact your self-esteem today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did you feel left out after seeing classmates celebrate their coding contest rankings?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How strongly did peer grades comparisons influence your motivation today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How strongly did peer sports awards comparisons influence your motivation today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How often did peers' achievements make you doubt your abilities this week?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did comparing your sports awards with classmates impact your self-esteem today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How often did the topic of presentation scores dominate group conversations today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,Did comparing your internship offers with classmates impact your self-esteem today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,How often did the topic of competition results dominate group conversations today?,Very positive,Positive,Neutral,Negative,Very negative
Peer Stress / Social Comparison,What feeling surfaced when you heard about others' presentation scores recently?,Very positive,Positive,Neutral,Negative,Very negative
Parental Expectations,What emotions arose when your parents commented on your project outcomes recently?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How much pressure did your family place on your scholarship aims progress?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did recognition from your parents for your efforts in exam scores boost your morale?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How much pressure did your family place on your life decisions progress?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How supported did you feel when discussing your future aspirations with family this week?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did you feel able to express your true feelings about your career plans to your parents today?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did your parents' expectations about your daily routine create stress today?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did your parents' expectations about your extracurricular choices create stress today?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How supported did you feel when discussing your subject preferences with family this week?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,What emotions arose when your parents commented on your career plans recently?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did conversations about your academic goals with family help or hinder your confidence?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How often did thoughts of your parents' opinions on your project outcomes distract you today?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did your parents' expectations about your life decisions create stress today?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did conversations about your life decisions with family help or hinder your confidence?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did conversations about your study habits with family help or hinder your confidence?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,To what extent did fear of disappointing your parents regarding extracurricular choices affect you?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did recognition from your parents for your efforts in career plans boost your morale?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did your parents' expectations about your future aspirations create stress today?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How clear were your expectations compared to your parents' regarding your exam scores?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How often did thoughts of your parents' opinions on your subject preferences distract you today?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How supported did you feel when discussing your daily routine with family this week?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How often did thoughts of your parents' opinions on your daily routine distract you today?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,To what extent did fear of disappointing your parents regarding exam scores affect you?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did conversations about your extracurricular choices with family help or hinder your confidence?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,To what extent did fear of disappointing your parents regarding personal interests affect you?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How much pressure did your family place on your time management progress?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did your parents' expectations about your subject preferences create stress today?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How supported did you feel when discussing your exam scores with family this week?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did recognition from your parents for your efforts in life decisions boost your morale?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,To what extent did fear of disappointing your parents regarding academic goals affect you?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did you feel able to express your true feelings about your future aspirations to your parents today?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How supported did you feel when discussing your learning pace with family this week?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,To what extent did fear of disappointing your parents regarding scholarship aims affect you?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How supported did you feel when discussing your university selection with family this week?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,To what extent did fear of disappointing your parents regarding project outcomes affect you?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How supported did you feel when discussing your time management with family this week?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did you feel able to express your true feelings about your study habits to your parents today?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,To what extent did fear of disappointing your parents regarding subject preferences affect you?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did recognition from your parents for your efforts in future aspirations boost your morale?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did your parents' expectations about your exam scores create stress today?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How often did thoughts of your parents' opinions on your extracurricular choices distract you today?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,To what extent did fear of disappointing your parents regarding time management affect you?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How clear were your expectations compared to your parents' regarding your time management?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How clear were your expectations compared to your parents' regarding your study habits?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How much pressure did your family place on your future aspirations progress?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,How much pressure did your family place on your career plans progress?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did conversations about your career plans with family help or hinder your confidence?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did recognition from your parents for your efforts in subject preferences boost your morale?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,Did conversations about your future aspirations with family help or hinder your confidence?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
Parental Expectations,What emotions arose when your parents commented on your extracurricular choices recently?,Very supportive,Supportive,Neutral,Pressured,Extremely pressured
